availablecapacity;freeparking;isopennow;occupation;totalcapacity;timestamp
240;0;1;50;489;20221201145501
250;0;1;48;489;20221201150001
250;0;1;48;489;20221201150501
249;0;1;49;489;20221201151001
249;0;1;49;489;20221201151501
263;0;1;46;489;20221201152001
263;0;1;46;489;20221201152501
265;0;1;45;489;20221201153001
271;0;1;44;489;20221201153501
274;0;1;43;489;20221201154001
277;0;1;43;489;20221201154501
280;0;1;42;489;20221201155001
281;0;1;42;489;20221201155501
290;0;1;40;489;20221201160001
284;0;1;41;489;20221201160501
289;0;1;40;489;20221201161001
293;0;1;40;489;20221201161501
293;0;1;40;489;20221201162001
291;0;1;40;489;20221201162501
291;0;1;40;489;20221201163001
296;0;1;39;489;20221201163501
291;0;1;40;489;20221201164001
295;0;1;39;489;20221201164501
295;0;1;39;489;20221201165001
302;0;1;38;489;20221201165501
296;0;1;39;489;20221201170001
302;0;1;38;489;20221201170501
301;0;1;38;489;20221201171001
313;0;1;35;489;20221201171501
312;0;1;36;489;20221201172001
312;0;1;36;489;20221201172501
305;0;1;37;489;20221201173001
305;0;1;37;489;20221201173501
303;0;1;38;489;20221201174001
305;0;1;37;489;20221201174501
305;0;1;37;489;20221201175001
301;0;1;38;489;20221201175501
303;0;1;38;489;20221201180001
303;0;1;38;489;20221201180501
296;0;1;39;489;20221201181001
296;0;1;39;489;20221201181501
296;0;1;39;489;20221201182001
291;0;1;40;489;20221201182501
287;0;1;41;489;20221201183001
